,review,sentiment
953,"'Steamboat Willie (1928)' is often erroneously touted as the first Mickey Mouse film, though that title actually goes to 'Plane Crazy (1928).' The source fuelling this common misconception is probably an episode of ""The Simpsons,"" which places the origin of Itchy the Mouse in a 1928 short called 'Steamboat Itchy,' obviously a parody of this cartoon. Interestingly, 'Steamboat Willie' was itself a parody, spoofing the latest Buster Keaton release, 'Steamboat Bill, Jr. (1928),' though the connection stretches little beyond the title and the general story setting. In this Walt Disney short, Mickey Mouse takes charge of a river steamboat, much to the annoyance of Captain Pete the cat, who spitefully casts him aside. But Mickey is not to be outdone in nastiness. Far removed from the pleasant, wholesome Mickey that more recent generations enjoyed, this little mouse cares only for numero uno, inflicting pain and displeasure on a series of farm animals in order to provide music for his own amusement.<br /><br />First there's the laughing parrot, which cops a bucket and a large potato to the head. Then a goat is cranked by the tail to provide music (""Turkey in the Straw"") from a guitar it has swallowed. A cat is swung around by its tail, a goose throttled about the throat, and a piglet viciously booted. For a children's cartoon, 'Steamboat Willie,' directed by Walt Disney and Ub Iwerks, certainly has some mean-spirited humour, though I also noticed similar elements (though not quite to this extent) in some later Disney shorts, like 'Gulliver Mickey (1934).' Let's not forget Minnie Mouse, of course, who suffers treatment for which she could today sue for sexual harassment! The jokes may be crude, and the animation perhaps even more so, but this cartoon delivers a bucket-full of laughs, and it's easy to see why this little rodent became one of the most beloved characters in cinema history. If you're a fan of Mickey Mouse, or Disney in general, this is one steamboat you can't afford to miss.",positive
954,"This work is striking in its accurate depiction of teenage life at the time of its execution. Though this is a broad generalization, parents of that time were too self-absorbed to be real parents, and those who were home tended to be far too distracted from the real issues, where their children were concerned. <br /><br />This film teaches us how to let go, even when it is painful, and does so with a sweet, melancholy, but informed style whereby Foster talks philosophically about feeling the pain of life. I loved that scene. It was my favorite scene in the movie, actually.<br /><br />The transition from funeral to wedding was meant to show that life does go on, and so must we. Baio's skateboarding through a pack of goons and outrunning them was meant to show us that the troubled times will pass, and we are meant to get through them, to better times.<br /><br />The whole metaphor of ""moving on,"" and the procession of life, is present throughout the film, and serves to give us hope, in the end.<br /><br />I like this movie, though I do not watch it often, as it tends to make me melancholy.<br /><br />It shouldn't be viewed by young children, and probably only those raised in the 1970's-80's would want to.<br /><br />It rates a 7.4/10 from...<br /><br />the Fiend :.",positive
955,"I'm rather surprised that anybody found this film touching or moving.<br /><br />The basic premise of the film sounded to me like an excellent, if provocative, idea for a movie about a rare sort of relationship, but one (if I can judge by the real-life examples I've known) is extremely deep and loving.<br /><br />However, the film is cheaply scripted--poorly scripted--and although it has a number of very pretty-looking shots, I didn't find it to be anything special.<br /><br />Probably the biggest problem is that it is far too short and poorly-composed to give its audience time enough to invest, emotionally, in the characters: we don't really care about any of them, and so their stresses and obstacles don't really touch us.<br /><br />I think a REMAKE--from the screenplay up--with some character development by some really good writers--could improve it greatly. It is instructive to compare this film with Brokeback Mountain, which the screen-writers took to far loftier levels than did the author of the screenplay--screen-writers who were clearly conscious of how to write a classical tragedy, and carried out their task with care, planning, and superb craftsmanship! However, people only seem to remake those films that don't need it! You're not really missing anything if you skip this one: I found it very disappointing indeed, and it is only saved from getting a 1-star from me by virtue of the daring and gumption it took to make a film on this sensitive subject.",negative
956,"This film by Friðrik Þór, director of Children of Nature, is powerful. It has great music by Sigurrós and good acting. It shows how sad insanity as a disease can be. There are many good jokes but the humor is dark. If that is not a problem then you should see this film. Note though this is not a comedy but a drama.",positive
957,"Over acted, heavy handed, full of speeches, preachy, on the nose, and over stylized in a way only MTV could be guilty of, Stop-Loss is agit-prop garbage. I expected a lot more with talented young actors such as Joseph Gordon-Levitt and Ryan Philippe, but Screenwriter/Director Kimberly Peirce does a hatchet job of portraying the ill effects of war on American youth. I'm sure she did some work researching the Iraq war and the young men fighting in it, but you'd never guess it from watching Stop-Loss. In many ways this mess reminded me of Catherine Hardwicke's Lords of Dogtown, an equally inept, overly stylized, TV movie-like waste of solid subject matter.<br /><br />http://eattheblinds.blogspot.com/",negative
958,"Lucille Ball was a mighty power in television throughout the 1950s and 1960s, but she still made an occasional film, most notably THE LONG, LONG TRAILER and THE FACTS OF LIFE. Although her television career remained strong, as the 1970s began her movie career seemed to be winding down--but Ball was determined to have one last big screen fling, and the project she selected was the 1966 musical MAME.<br /><br />In many respects the role seemed tailor-made: based on the popular novel which gave rise to two different Broadway plays, Mame Dennis is a wacky, wildly uninhibited woman who ""inherits"" her orphaned nephew Patrick--and leads him on a wild tour of life's possibilities, bouncing from one comic spree to another. The music, which featured such songs as ""Open a New Window"" and ""If He Walked Into My Life Today,"" was among Jerry Herman's best work. The supporting cast, which included Robert Preston and Bea Arthur, was the best of the best. Expectations were high; opening night fanfare was tremendous; the film was a disaster. Critics were aghast and audiences sat slack-jawed.<br /><br />No matter what hardcore Lucy fans may say, MAME is a fiasco, so much so that it is hard to know where to start. It is badly directed, badly filmed, badly performed, and there Lucille Ball is at the center of it all, unable to dance, unable to sing, and grinning like a waxworks dummy while incredibly bad choreography swirls around her. But the disaster is hardly of her making alone; the supporting cast fares no better. Bea Arthur and Jane Connell recreate their stage roles of Vera Charles and Agnes Gooch; the former is stagey, the latter is dismal. Robert Preston manages to sing with a smile, but he's pretty much on his own and clearly none too happy about it.<br /><br />The DVD brings the film from the VHS pan-and-scan release to widescreen, but that only means there's more awfulness to see. Everybody loves Lucy, but only the least critical fan could love Lucy's MAME; while I wouldn't say it's bad enough to make you want to gouge your eyes out, you may wish you had. Not recommended.<br /><br />GFT, Amazon Reviewer",negative
959,"More of a Frisbee like turtle with fangs that go up like a wart hog. More battles with people in bird suits that look like people in bird suits. A ping pong ball space ship. Two naughty boys who know how to do everything, including getting on board the space ship. More tiresome music. More ""Gamera is the friend of children"" stuff. I remember when Godzill and Rodan came out. The movies were a lot of fun because the monsters were actually a threat to people. Now they are just a parade of silly costumes with very little behind them. The adults are all ridiculous and moronic. Like in American sitcoms, the kids are the bosses (when in reality they couldn't think their way out of a paper bag). These monster movies must be the Japanese means of partonizing these little snots. Above all, however, is that after seeing three of these movies (with the same plot over and over; check the stock footage), the ultimate conclusion is that they are boring. If you haven't see this one, don't bother.",negative
960,"This was the most visually stunning, moving, amazing and incredible story I've ever experienced. Quite frankly, even those adjectives just cannot describe it. I can't just choose one scene that stood out for me. I suppose if I had to list a few it would be the reactions of the fireman to the crashing sound of jumping victims; the reaction of people trapped in the elevator, who were unaware of what was going on, as they finally emerge to the horrific scene; the shock and disbelief of the onlookers; and finally the silence. <br /><br />On that day, and even now, I am reminded of Star Wars (1977). Obi-Wan says, `I felt a great disturbance in the Force, as if millions of voices suddenly cried out in terror and were suddenly silenced.' It is amazing how it is so accurate in its description. There was truly a disturbance in the Force.<br /><br />This documentary vividly reveals this disturbance. The feelings are so incredibly visual. The anger, the frustration, the shock, the fear, the exhaustion, and the realization of its very magnitude. It's all there. Not a thing is missed.<br /><br />This is a powerful and most moving documentary and well deserving of the Emmy. Not just because it documents 9/11 but because it is simply everything it should be. <br /><br />If you plan to watch, be sure to grab a box of tissues. You'll need them. I know that I did.",positive
961,"Ocean's 12 starts off on annoying and gets worse from there on. Like a celebrity awards presentation, each major actor/actress is introduced in short 60-second scenarios that seem to stop just short having a blinking ""applaud now"" sign. The first 60 minutes of the film are incredibly disjointed, poorly edited, and at times, utterly unrelated to the story and confusing. Speaking of the story,...there is one, kinda,...but its barely visible for all the ""look at me"" shots and cameos. Only Matt Damon seemed to actually ""act"" during this film...the rest of the cast appeared to only be there to participate in a rat-pack-wanna-be session. As for the heist, the action, the drama....it was put into the last 8-10 minutes of the movie and was pathetic and anticlimactic. Horrible! Horrible! Horrible!",negative
962,"Olivier, Kosentsev, Richardson, Coranado, Zefferelli, and Almerayeda have all directed Hamlet but Branagh's the only one who got it right.<br /><br />This is the only film of ""Hamlet"" that contains the full four hours of William Shakespeare's masterpiece and gives a unique feel to the whole story.<br /><br />Not many directors could pull this off without boring their audience but Branagh's skillful use of bravora film style and stunt casting allows people to see the importance of the scenes that are usually cut out.<br /><br />Examples of this include Gerarde Depardue as Ranyaldo whos entire purpose in the film was to simply say ""yes my lord"" as Polonius asks him to spy on Leartes. This also included Billy Crystal as the grave digger, Robin Williams as Osric, Jack Lemmon as Marcellous, and Charlton Heston as the actor.<br /><br />Branagh's performance of the Act 4 scene 4 soliloquy (Which again is usually cut out) is nothing short of c cinematic marvel as the camera slowly pulls back as the intensity grows. It is a scene that literally made me want to jump out of my chair and start applauding.<br /><br />Branagh is the only film maker that understood the importance of every scene in this film and knew how to convey that importance to the general audience.<br /><br />This is a must see for everyone who enjoy's good story telling, brilliant acting,and incredible direction. All of these part of William Shakespeares greatest triumph.",positive
963,"No wonder this was released straight to DVD here in Australia, no redeeming features what so ever. The dialog was hokey, the acting, awful and the script sucked!! Whoever thought it would be a good idea to do a sequel or follow up to the far superior John Badham film, Wargames from the 80s, well they must of been on something cause it was a bad idea!! Amanda Walsh was good in it as the eye candy/love interest, while Matt Lanter was good as the other main lead- that is about it. I would not recommend Wargames: The Dead Code to anyone, check out Hackers or the original Wargames film- both are better than this piece of crap!!",negative
964,"The photography on the DVD is so dark I thought the screen had died. I think I missed seeing half of the movie. Still, it was poorly crafted and not interesting. I did not find the story related to the title ""The Black Widow"". I was hoping for a mystery or a thriller but did not get involved enough to care after the first few frames. I rented the movie especially for Willem Dafoe and was sad it wasted his talent. I do not believe Giada Colagrande has studied movie making long enough to develop a major motion picture. She is attractive and might develop into an actor but she took on too many tasks in this movie. Although they are married in real life, they lack chemistry on the screen. Their relationships did not seem believable. I do not understand why the other characters were even introduced into the plot.",negative
965,"Obviously a lot of talented behind the scenes crew members worked on this movie, so don't even look at the credits at the end, you'll only hold it against them. Nobody seemed interested in seeing this movie, only 3 were in the theater; two passed out after 10 minutes, and they were the lucky ones. The 'monsters' were the unemployed worm from Star Trek 2, The Wrath of Khan, and rejected designs for the space creatures in Alien. The creators of the movie obviously didn't want to overshadow the third rate movie monsters, so they hired forth rate actors who apparently didn't get to memorize their lines, or in some cases learn to pronounce the words before filming began. Some scenes are incredibly inept in conveying just what is supposed to be happening, if anything is. If you are unfortunate enough to be in a theater where this movie is showing, and you don't pass out, you'll laugh at what are supposed to be frightening or suspenseful moments of the film. The implausibility of several scenes will just stun you, and Stephen Dorff's regular spewing of the 'Queen Mary of curse words' conveys the feeling of anyone who pays to see this. If you must see this movie, do yourself a favor and wait until it's in the bargain bin at the video store. If there's any justice in the film industry, one of the main actors will be there to rent it to you.",negative
966,"I can't imagine anyone would ever, in a million years, want to watch this movie. Not because it was one of the worst ever made (it wasn't), but largely because it's about 20 years old and oh-so-out of the mainstream. I was trying to find out where I saw an actor before and this popped up. So, yeah, a kid stops playing little league because he doesn't like nukes, this prompts major media attention and a quick resolution to the cold war. The end. A fantasy, to be sure, but one so cockeyed it would make John Lennon blush. Since terrorism has replaced communism as the -ism that scares the hell out of us, this movie really has no relevance, except as an (innaccurate) look back at those times. The writing, acting, and film craft are similarly undeveloped. The reason I rated it as highly as I did was because I watched this movie around 50 times while I was 5-6 years old and still have a little place in my heart for it, but I now realize that it doesn't quite cut mustard. So, if the law of large numbers holds true and someone eventually does decide to check out this movie, realize that there are much better ways to spend your time, but also much worse ones. (I will refrain from a John Q. tirade for now.)",negative
967,"Another 'good overcoming evil' story, but with a difference. This includes learning self-discipline. When Julie goes with her teacher to a Zen monastery, she learns about herself. She also hones her karate skills.<br /><br />When the Zen monks visit the city, some awkward and comical moments ensue. Not uproarious, but entertaining nonetheless.<br /><br />Next Karate Kid has much to say about looking within, and improving what is there -- as well as using what you have.",positive
968,"How anyone can praise this crude film version after seeing the marvelous WATERLOO BRIDGE with Vivien Leigh and Robert Taylor, is beyond comprehension.<br /><br />MAE CLARKE's Myra is a far cry from the role as played by VIVIEN LEIGH in the remake. She plays a common American girl with a Brooklyn accent and the ""Yeah"" responses are a bit jarring when one is expecting a less coarse character. DOUGLASS MONTGOMERY (billed in final credits as KENT DOUGLASS) is wildly improbable as a soldier smitten with her no matter how many times she lets him down. BETTE DAVIS has a nothing role in a bit part.<br /><br />Their melodramatic confrontations during the last twenty minutes of the film are beyond belief (extravagant bits of overacting)--even given the fact that this is a cruder version of the story when sound was only a few years old and silent acting was still the rage.<br /><br />Just awful. And it ends abruptly with Clarke losing her life during a bombing on the bridge. The End.<br /><br />It has none of the beautifully shaded performances in the MGM remake of 1940, including a sterling supporting cast. Instead, this one is mounted with low-budget production values (and I mean a shoe-string budget) with no subtlety at all. And there's no pre-code braveness in the scene where Myra tells the aristocratic lady why she must not marry her son, Roy. She simply says, ""I picked him up on Waterloo Bridge."" Explanation over. Nothing bold there.<br /><br />Summing up: For once, the original is not the best version by any means. VIVIEN LEIGH and ROBERT TAYLOR have never been surpassed as Myra and Roy in the tender, exquisitely acted 1940 film classic.",negative
969,"I really liked this movie because I have a husband just like the guy in this movie. This movie is about Lindsey who meets Ben in the middle of winter when baseball season isn't in. She falls in love but when spring comes along, she gets the shock of her life when she is placed one step lower on her pedestal that Ben has put her on.<br /><br />It's a funny movie with all of the baseball obsession that Ben has. He can't part from what he loves the most, that's what makes it so funny and why so many women can relate to Lindsey in real life. Also the people he sits with at the baseball games are just as obsessed as he is.<br /><br />It's a funny movie and you won't strike out if you rent this one.",positive
970,"Do we really need any more narcissistic garbage on the Baby Boomer generation? Technically, I am a Boomer, though at the time when all the ""idealistic youths"" of the '60s were reading Marx, burning their draft cards, and generally prolonging a war which destroyed tens of thousands of lives; I was still in grade school. But I remember them well, and 9 out of 10 were just moronic fools, who would believe anything as long as it was destructive.<br /><br />This is just another excercise in self-importance from the kids who never really grew up.",negative
971,"Set in Paris in the year 1910, a retired old rich opera singer decides to give her fortune away to her beautiful cat Duchess ( voiced by Eva Gabor) and her kittens, but the jealous butler Edgar comes up with a plan as he kidnaps the cats and leaves them in the countryside. Luckily for them with the help of a streetwise and independent tomcat named Thomas O'Malley ( voiced by Phil Harris) helps them get home especially meeting some of his good friends like the swinging' Scat Cat ( voiced by Scatman Crothers) and try to foil Edgar's plans.<br /><br />Very entertaining and edgy post-Walt Disney's death animated movie with a couple of nice jazzy tunes like the memorable ""Everybody wants to be a cat"", good voice acting and some terrific animation for it's time even in these times of computer animation. Not one of the greatest Disney animated movies but a cult Disney animated fave and one of the few gems of it's day that works well, highly recommended.",positive
972,"Zzzzzzzzzzzz. This one came directly from the ""Jaws"" cookie-cutter mold, with some other bizarre cliches thrown in for good measure. I was interested in seeing this after finding a still from it in a book about Italian horror films, and wow...I guess I got what I deserved!<br /><br />Very slow-moving and talky, much of this killer shark movie takes place on land, which isn't really that surprising. It seems like the only method they had of showing a shark is through shots of a shark in an aquarium. The shark is never in the same frame as any of the actors, and that's too bad...most of the characters are so annoying that you actually wish they would get eaten.<br /><br />The ""plot"" concerns a group of four kids who meet up with a mysterious Indian on the beach one day while roasting weenies. The Indian, for some reason, gives them an ancient artifact that will allow them to track an ancient evil that assumed the form of a monster shark to attack their tribe...supposedly because they were too good at fishing the ocean and the ocean god was worried they would take all the fish. Or something like that.<br /><br />It's a good thing too, because wouldn't ya know it...years later, a monster shark appears and starts gobbling up people in the sleepy seaside community. When one of the four guys are eaten by the shark, the remaining three are determined to kill the thing...especially since (big shocker here) the authorities have killed a shark and they think the threat is over. Yawn.<br /><br />The obligatory death scenes are unbelievably tedious, and you can see them coming a mile away (my favorite was the girl who has a fight with her boyfriend while they're sitting in a van, then jumps out and says ""I'm going for a swim,"" immediately to be gobbled up by the waiting shark). They had a lot of nerve calling this film ""Deep Blood"" since you hardly see any, just cloudy water. The actors handle their cliched roles like they're all thumbs, and there is even a hilarious subplot involving a greasy rocker-type bad boy who threatens our goody-goody heroes, then turns good in the end to help kill the shark.<br /><br />It took me a really long time to find this film, it is rather obscure, so I don't think there's any danger of too many people wasting their time on this. However, if you should be lured into it...don't say you weren't warned!",negative
973,"and it's only January, still I'm sure of it!<br /><br />By far this is among the worst Swedish movies I've ever seen and to be honest Swedish movies ain't that good in general. It have been claimed to be ""original"" and perhaps it can be seen as that for people who never seen a English speaking movie, for us who have been to the cinema the last 10 years it can't help but to feel like Måns Mårlind and Björn Stein have been sitting down one weekend going through the most successful movies from the last years and tried to squeeze it all together in to one Swedish package. What can I say the outcome can just be...poor. First of all the story is just weak to begin with, even worse when it's not just a poor story it's a wish to combine to very poor stories - first a failed try to make Swedish action á la Matrix and then combine it with a really bad moral story. And if you thought it could not be worse you'll notice all the ""cool stuff"" that just have been thrown in there for absolutely no reason at all more than in a bad way trying to show that Sweden also can do Hollywood movies - which we can't nor should try to. For example the main plot is tried to made deeper by letting youths play a computer game called Storm having absolutely nothing at all with the story or for example how there is a internet side about ""Storm"" while all the sudden it just is the main characters consciousness - really I don't think even Stein or Mårlind can see a point with three quarters of the movie, more than just trying to show off poor extra effects. For the actors, I've got to admit Eric Ericson does a pretty good job except he does the same job the whole movie through, even tough Storm tries to be a movie about the personal development of DD he does not change one bit in his way of acting. Jonas Karlsson, well to be honest I thought he was a fairly respected actor but judging by Storm... really he just have to be ashamed of this movie, his character and his scar. Lastly Eva Röse is just beyond critic, both her character and her acting. The only reasons Storm succeeds of not getting a 1/10 is for Eric Ericson and, what can I say, at least it tries..",negative
974,"what was Bruce Willis thinking when he signed on for this one?? this one made no sense to me.. i was so confused by it, it wasnt funny at all.. I dont even know why Disney made this one.. Bruce is a Great actor whom ive liked for a Long time .. and this disappointed me a lot.. Pass this one by on the video shelf....",negative
975,"I don't know if it's fair for me to review this. I'm not a fan of gratuitous violence. I've never understood the movie industry making heroes out of mob members and cold blooded killers. When The Godfather came out, I thought they had broken the mold, but the decades have produced a series of well-acted mob movies with major stars and directors doing them. This one is obviously low-budget, but it is certainly well done. At some point in all of these I feel like I want to take a shower. If such characters actually exist, it is hard for the soul. I always intellectualize that humankind will rise above this sort of thing. This kind of crud has to be stopped. I hope the people that go to films like this are more voyeuristic and less vicarious. I feel sort of the same way about slasher movies. Why do we have a fascination with death and dismemberment? In fairness, I am judging this on the acting and directing, and for what it is, it seems to work pretty well.",positive
976,"From the makers of Underworld, we have, by far, the worst werewolf movie I have ever seen. It is basically a reconstructed version of Underworld, yet lacking vampires (not a big deal), cool effects (a BIG deal), and generally just about everything that can possibly be done right to produce a decent film dealing with lycanthropy (the biggest deal of them all!). A twenty-something lycanthrope chocolate maker named Vivian is currently residing in Romania ever since her family was hunted down and executed in front of her years ago in America for being werewolves. There, she belongs to a small society (or pack) of werewolves and is apparently chosen to unwillingly wed the pack leader, Gabriel, whose son - some toad with a British accent - takes it upon himself to hunt outside of the pack. They have apparently been discovered in other countries prior and want to remain settled in Romania by avoiding negative attention, so of course, such activity is considered forbidden. Vivian ends up falling in love with an American artist who is oblivious to her involvement with the group of blood-thirsty predators. When they end up discovering the secret relationship, things get messy when someone is killed and the human is forced to participate in a deadly tradition in which he is set loose in the woods and is hunted - giving the pack a chance to transform into their ""wolfy"" selves. All this really consists of is a big leap before they light up and land as a wolf. Very cheezy effects. The entire movie is like a tamed down Underworld with some drippy, romantic montages and very little action. Watching this in the theater, I could not wait for it to end. A devastatingly boring disappointment. Avoid!",negative
977,"The evil Professor Moriarty plots to gain control of both SHERLOCK HOLMES AND THE SECRET WEAPON which could win the war for the Nazis.<br /><br />Basil Rathbone & Nigel Bruce return to the screen as Sir Arthur Conan Doyle's beloved detective and sidekick, Sherlock Holmes & Dr. Watson, in this entertaining little mystery. Universal Studios wasted no money on either fancy production values or a sensible script, knowing that its two stars would be all the attraction an audience would need. Indeed Rathbone, as the cerebral ego, and Bruce, as the bumbling id, seem to actually become the characters they are creating, gleefully keeping their faces straight while engaged in the most utter nonsense.<br /><br />Dennis Hoey makes his first appearance as the dogged Inspector Lestrade of Scotland Yard; teamed with Bruce, these two good-hearted but pedantic fellows actually get to save the intellectually superior Holmes' life twice. Lionel Atwill, a master of the sinister who deserves more recognition for his talent, does a fine job as Moriarty, making the wicked rascal a foe worthy of Holmes' steel, relishing the scenes in which he gets to inflict torture & pain.<br /><br />William Post Jr. and Kaaren Verne play the Swiss scientist and his girlfriend who are at the heart of the mystery, but they're not given much to do. Sweet Mary Gordon makes a token appearance as Holmes' landlady Mrs. Hudson.<br /><br />Rathbone spices up his already classic interpretation of Holmes by getting to appear in disguise three times during the story, thereby revealing to the viewer that the great sleuth was a bit of a ham actor at heart.<br /><br />This film--which is based very loosely on elements in Sir Arthur's short stories 'The Dancing Men' and 'The Empty House'--followed SHERLOCK HOLMES AND THE VOICE OF TERROR (1942) and preceded SHERLOCK HOLMES IN WASHINGTON (1943).",positive
978,"A respectable royal rumble event<br /><br />1. Edge Vs Shawn Michaels<br /><br />7.5/10 A very strong opener...edge's heel performance was sublime as it was during the rumble event ..overall id say EDGES NIGHT....<br /><br />2. Undertaker Vs Heidenreich CASKET MATCH<br /><br />7/10 a lot of people hated this rivalry though i liked it, i thought heidenreich really played his character well. the match wasn't amazing in excitement that was until kane and snitcky get involved .it gets better as it goes on.<br /><br />3. Kurt Angle Vs Big Show Vs JBL(WWE CHAMP) WWE TITLE MATCH<br /><br />7.5/10 a surprisingly good match , as there was only 1 really exciting in ringer in it ..angle of course......very good title match ..good pace.. though a predictable end .but aren't all royal rumble title matches predictable.<br /><br />4. Triple H (WORLD TITLE) Vs Randy Orton WORLD TITLE MATCH<br /><br />6.5/10 actually not that good for the guys involved, went on too many dry patches, orton sold his concussion amazingly, ending though was some what of an anti climax.<br /><br />5. ROYAL RUMBLE EVENT... btw during the other matches there were a few segments...two which were really cool ...cena rapping on Christian and guerrero stealing flairs number 30 entry ticket. the event was good 7/10 would have got a 9 if cena won but unfortunately my biggest enemy batista wins(THOUGH I UNDERSTooD WHY) ..vince comes down and takes a drop and the whole arena crack up in laughter.",positive
979,"This movie stars Ben Kingsley as Frank, a hit man for some Russian mobsters based out of Buffalo. He is also a raging alcoholic, and this has caused his job performance to decline. After he falls asleep in his car during a would-be hit, his mob boss uncle sends him to San Francisco, where he is to attend AA meetings and get a job as a mortician's assistant. If you're thinking that this makes absolutely no sense, you're not alone.<br /><br />It gets worse. Well, it actually gets better, but not before getting much, much worse. Frank suddenly becomes a master mortician in spite of a complete lack of training, but his reactions with the people in the funeral home and the AA meetings are interesting. The viewer starts to root for him as they notice positive changes in his life. Luke Wilson is a welcome addition as Frank's sponsor, although he is given almost nothing to do (his character does tell us he is gay, but this ends up having no significance whatsoever). The movie plunges headlong into idiocy with the introduction of the Tea Leoni character. She is completely unrealistic, and her role as a love interest to Frank flounders, as the two actors have no chemistry together. Around the time she comes into the picture, Frank becomes much less engrossing as a character. His characterization is seemingly random; there is no consistency in his behavior. The comedy is low-key and only intermittently funny, especially disappointing considering the comedic pedigree of the cast.<br /><br />Problems abound in this one. Kingsley's accent is terrible and inconsistent. It alternates between Italian, Russian, and Hispanic. Throughout the course of the movie, Frank tells numerous people he is a hit man (including an entire AA group), but nobody seems to care, or wants to do anything about it. The movie relies on cliché scenes to carry it through its final act, most notably when Leoni's insufferable character chases Frank down at the airport, just when he is about to board a flight back to Buffalo.<br /><br />Though it has a strong premise and an interesting first half-hour, the movie quickly becomes a total disaster and devolves into complete nonsense. At the end of the film, Frank celebrates one year of sobriety. I hope to celebrate many, many years of not having seen ""You Kill Me"". <br /><br />My Grade: D+",negative
980,"CHRISTMAS IN AUGUST is a perfect movie. A flawless movie about all the flaws of humanity. On the outside it may look like a movie about death, but is in fact a movie about life. I simply cannot recommend this movie enough. And be not afraid, dear readers, it is not a depressing film. As stated, it's a movie about the brightness of life coached under the guise of death. You will laugh. You will cry. You will realize that life is fragile and short. And you will leave the viewing with a better understanding of how precious life is.<br /><br />10 out of 10<br /><br />(go to www.nixflix.com for a more detailed review of this movie and reviews of other foreign films)",positive
981,"""Lifeforce"" is a truly bizarre adaptation of the novel ""The Space Vampires"" by Colin Wilson, scripted by Dan O'Bannon & Don Jakoby. A joint American-British space exploration team makes a mind-boggling discovery: an alien spacecraft resting inside Halleys' Comet, containing three entities that look like people, one of them a female beauty (the oh-so-alluring Mathilda May).<br /><br />They take these discoveries back on board their own spacecraft. Big mistake.<br /><br />It turns out that these creatures drain the life out of human beings, and as American colonel Carlsen (an intense, edgy, and committed Steve Railsback) and British S.A.S. colonel Caine (a solid Peter Firth) watch in horror, an infestation of vampirism overtakes London, with the fate of Earth in the balance.<br /><br />This picture certainly is not lacking in imagination. It moves a little slowly at times but offers so many strange and fanciful ideas and eye-popping visuals that it's hard not to be amused. The first of director Tobe Hoopers' three-picture deal with Cannon Films (he followed it up with ""Texas Chainsaw Massacre II"" and the ""Invaders from Mars"" remake), he makes it something truly unique. Incorporating elements of sci-fi, vampire films, zombie films, and end-of-the-world sagas, it's like nothing that I've seen before.<br /><br />Railsback and Firth are ably supported by such strong Brit actors as Frank Finlay, Patrick Stewart, Michael Gothard, Aubrey Morris, and John Hallam. Mathilda May is very memorable as the bewitching, enigmatic villainess; it certainly doesn't hurt that she performs a great deal of her scenes in the nude. Also worth noting is a stirring music score from none other than ""Pink Panther"" composer Henry Mancini.<br /><br />Ridiculous it may be, but I found it to be fun as well. It's flamboyant and spirited entertainment.<br /><br />8/10",positive
982,"Enchanting. The best time to see this movie is sometime when unhappy or sad. It's all just so cute, all, even the way that white bear loves the Queen in secret and gets Her in the end, also the achievement the two young actors of Gerda and Kai gave. It's music is also very nice. The two of us will always be one combined with sad piano tones in some places gives a very touching result and if one watches both parts at once, he'll see the Snow Queen is not so bad. She only tries to surround Herself with love in the wrong way. The evening this movie was on here (first part) I only watched it, because I was bored, but I loved it a lot more after and was very angry, when they didn't show the next part because of the Pope's funeral... Yeah, that was terribly sad for me. But when they said it will be on next week, I was so happy, that I recorded it and now I'm glad to have done so.",positive
983,"Beautiful film, pure Cassavetes style. Gena Rowland gives a stunning performance of a declining actress, dealing with success, aging, loneliness...and alcoholism. She tries to escape her own subconscious ghosts, embodied by the death spectre of a young girl. Acceptance of oneself, of human condition, though its overall difficulties, is the real purpose of the film. The parallel between the theatrical sequences and the film itself are puzzling: it's like if the stage became a way out for the Heroin. If all american movies could only be that top-quality, dealing with human relations on an adult level, not trying to infantilize and standardize feelings... One of the best dramas ever. 10/10.",positive
984,"I would have to say that in general Barbie Movies have impressed me. I have a 5 year old Barbie fanatic niece and she watches them all the time so needless to say I have seen quite a lot of Barbie these holidays, but I am not sick of them.<br /><br />This film, visually, has a lot to offer, especially the backgrounds, and the animation of the characters has improved with each new movie. One thing I noticed in particular was a vast improvement in the animation of Barbie's hair in this film. It has a lovely range of excerpts from classical music and I think that this is great, as it exposes a new generation to the classics. This film is well worth ago, especially if you have young relievers. They will be entertained for hours!",positive
985,"Whatever the merits of the film, it is poorly researched. As others have pointed out, the movie shows locals in Iran speaking in Arabic, rather than Persian. That is enough to lose credibility for anyone who has the slightest knowledge of the area or the country. The landscape could not be more different from the actual.<br /><br />Other factual errors: A train is shown to be operating in Afghanistan, while Afghanistan does not have railways. The Turkish ambassador is wearing a Fez (the red hat), whereas the Fez was banned by Turkey much before the time in which the movie is set. The Turkish ambassador's daughter is actually dressed as an Indian, and Indian classical music is playing in the background in many scenes. I suppose the filmmakers meant to show an exotic woman, and sari was what they decided would make her exotic.",negative
986,"My two daughters (ages 11 and 13) and I were lucky enough to see a screening of this movie last night. We were all pleasantly surprised to see how entertaining and funny this movie was. David Duchovny was very appealing as the male lead and Minnie Driver gave her usually competent performance. Some of the scenes are laugh out loud funny - especially one scene Minnie Driver has with a fellow ""transplant"" donee. I liked the fact that it was a movie that I could watch with my children and I wasn't embarrassed by any scene whatsoever. Everyone in the movie theater was laughing and enjoying themselves. Thumbs up Bonnie Hunt!",positive
