date,section,lead_paragraph
2019-02-04 04:28:23+00:00,World,"SAN SALVADOR — Salvadorans elected Nayib Bukele, the media-savvy former mayor of the capital, as their next president on Sunday, delivering a sharp rebuke to the two parties that emerged from the country’s brutal civil war in the 1980s and have held power ever since."
2018-08-28 09:42:10+00:00,Briefing, (Want to get this briefing by email? Here’s the sign-up.)
2018-11-12 20:43:24+00:00,U.S.,"LAUDERHILL, Fla. — For nearly a week, the parking lot behind the Broward County elections office has been the scene of an unfolding postelection drama, with protesters demanding the arrest of the local elections supervisor and politicians claiming fraud in the ballot-counting process. Gov. Rick Scott has fueled the fury, sending his lawyers to court in a bid to call in the police to prevent any possible tampering with ballot-counting machines."
2018-11-20 22:21:06+00:00,U.S.,They are a familiar sight at farmers’ markets and public squares across California every election season: workers gathering signatures needed to place voter initiatives on the ballot.
2018-06-19 23:57:47+00:00,New York,"Once, in his days as New York’s chief federal prosecutor and later as the city’s mayor, Rudolph W. Giuliani was a master of releasing damaging leaks aimed at the kneecaps of opponents. Sometimes, they were true."
2018-09-14 09:00:15+00:00,New York,"The Democratic primary between Gov. Andrew M. Cuomo and Cynthia Nixon was over in about the time it takes to watch an episode of “Sex and the City.” The Associated Press called the race 30 minutes after the polls closed, as soon as it became apparent that the governor, a two-term incumbent and a Queens native, had rolled up big margins in the five boroughs."
2018-03-23 15:33:27+00:00,Opinion,To the Editor:
2018-06-12 19:32:47+00:00,U.S.,See full results and maps from the Maine primaries.
2018-11-09 01:54:44+00:00,U.S.,"ATLANTA — Two days after Election Day, the 31 million residents of Georgia and Florida still could not say for sure who had won three of their marquee political contests. Razor-thin and shrinking leads in the vote tallies on Thursday unleashed hordes of lawyers, talk of recounts and runoffs, and the kind of bickering over ballots that brought back memories of the 2000 presidential contest."
2018-03-25 23:42:56+00:00,Opinion,"Many Democratic voters and activists are giddy about their party’s chances of retaking the House in 2018. Savoring surprise victories in Alabama, Pennsylvania and Virginia, they have visions of a blue wave election."
2018-01-05 10:00:35+00:00,Books, PLAYING WITH FIREThe 1968 Election and the Transformation of American PoliticsBy Lawrence O’DonnellIllustrated. 484 pp. Penguin Press. $28.
2018-09-26 17:06:54+00:00,Reader Center,"The role of evangelical Christianity in American politics today has been a hotly discussed topic since President Trump’s election, both politically and spiritually. Many evangelical leaders have publicly supported Mr. Trump’s policies, and others have pushed back."
2018-06-21 17:24:14+00:00,World,"BAGHDAD — Iraq’s Supreme Court ruled on Thursday that officials could proceed with an extraordinary manual recount of more than 11 million votes cast in the May 12 legislative elections, which resulted in a shocking repudiation of the political establishment and an unexpected win for a political coalition led by the Shiite cleric Moktada al-Sadr."
2018-06-05 17:52:13+00:00,U.S.,See full results and maps from the South Dakota primaries.
2018-10-01 16:48:07+00:00,The Upshot,"This Republican-leaning district stretches from central Charlotte to rural, traditionally Democratic and majority black areas of eastern North Carolina."
2018-09-13 18:00:13+00:00,The Upshot,"This district includes most of eastern Kansas except for the core of the Kansas City metropolitan area. Like the rest of the state, it is strongly Republican-leaning, but the retirement of the incumbent, with no obvious G.O.P. successor, and a strong Democratic candidate have thrown the outcome into doubt."
2018-05-15 15:49:50+00:00,U.S.,See full results and maps from the Nebraska primaries.
2018-06-12 09:00:15+00:00,U.S.,"Five states are holding primaries on Tuesday: Nevada, Virginia, Maine, South Carolina and North Dakota. Here’s what you need to know about key races in each state."
2018-05-29 21:54:31+00:00,World,PARIS — The leaders of rival Libyan factions agreed Tuesday to work together on a legal framework for holding presidential and parliamentary elections this December in a deal being pushed by France’s president to bring stability to Libya and stem the flow of migrants to Europe from its shores.
2018-11-08 00:11:17+00:00,New York,"There was plenty of blame to go around for the outbreak of voting machine breakdowns and long delays that plagued New York City polling places on Election Day, but no one was certain of a precise solution — only that one was needed fast."
2018-06-07 09:45:03+00:00,Opinion,"SANTIAGO, Chile — Throughout Latin America and the Caribbean, people have lost confidence in elections and politicians. And just as voters are questioning the democratic process, the traditional watchdogs of electoral integrity — multilateral groups like the United Nations and the Organization of American States and others — are being undermined by governments throughout the hemisphere on both sides of the ideological spectrum."
2018-09-22 16:52:59+00:00,The Upshot,This swing district voted for Barack Obama both times and for Donald Trump in 2016. The seat has been mostly held by a Republican for the past two decades.
2018-09-17 15:05:27+00:00,The Upshot,"This district, just north of Los Angeles, is one of the Democrats’ biggest targets. Hillary Clinton won here in 2016, but it has been represented by a Republican since 1993. The district is now about 40 percent Hispanic, and registered Democrats outnumber Republicans."
2018-05-15 15:49:45+00:00,U.S.,See full results and maps from the Oregon primaries.
2018-11-10 01:19:49+00:00,U.S.,"The photo was unforgettable: 19 black women, all dressed in black, gathered in a mock courtroom in Thurgood Marshall School of Law. All of them were running for judgeships in November."
2018-07-18 09:56:33+00:00,U.S.,"A day after President Trump’s remarks alongside President Vladimir V. Putin of Russia led to harsh criticism, Mr. Trump said that he accepts the findings of American intelligence agencies that Russia interfered with the 2016 presidential election."
2018-06-30 23:34:54+00:00,U.S.,See full results and maps from the Texas special election.
2018-08-03 00:17:39+00:00,U.S.,WASHINGTON — Senior Trump administration officials warned on Thursday that Russia is trying to interfere in November’s midterm elections and the 2020 presidential election and vowed to combat Moscow’s aggression.
2018-06-05 17:52:12+00:00,U.S.,See full results and maps from the New Mexico primaries.
2018-07-16 17:17:10+00:00,World,"During a news conference with President Vladimir V. Putin of Russia, President Trump would not say whether he believed Russia meddled with the 2016 presidential election."
2018-08-21 09:42:21+00:00,Briefing, (Want to get this briefing by email? Here’s the sign-up.)
2018-12-08 19:52:05+00:00,U.S.,"BLADENBORO, N.C. — Adam Delane Thompson wanted to vote but was not sure what to do with the absentee ballots he received in the mail this year for him, his fiancée and his daughter. So for guidance he called an old friend in Bladenboro, L. McCrae Dowless Jr., a low-level local official with a criminal record who nonetheless had once been feted as “guru of elections” in Bladen County."
2018-07-17 20:03:47+00:00,U.S.,"A day after President Trump’s remarks alongside President Vladimir V. Putin of Russia led to harsh criticism, Mr. Trump said that he accepts the findings of American intelligence agencies that Russia interfered with the 2016 presidential election."
2018-04-05 14:55:23+00:00,Opinion,"This video is part of a series on voting in America, which will run until Election Day in November. For more, see:"
2018-10-22 22:09:20+00:00,World,"MOSCOW — President Trump’s national security adviser, John R. Bolton, said on Monday that he had directly criticized Russian officials for meddling in United States elections although, he said, their actions had not had any effect on electoral outcomes."
2018-09-06 22:14:36+00:00,The Upshot,This union-heavy and mostly white working-class district covers one of the most reliably Democratic areas of the 20th century.
2018-10-14 17:58:01+00:00,World,"BERLIN — Voters in Bavaria, the German state that formed the front line of the 2015 migration crisis, abandoned the conservative allies of Chancellor Angela Merkel in droves in an election on Sunday. But rather than shifting their allegiance mostly to the anti-immigrant far right, they gave the biggest boost to a rising liberal force: the pro-refugee Greens."
2018-11-13 18:11:29+00:00,U.S.,Representative Kyrsten Sinema’s upset victory in Arizona on Monday night marked the first time a Democrat has been elected to the Senate from that state since 1988. Here are six takeaways about the race and the changing nature of Arizona politics.
2018-09-06 22:18:03+00:00,The Upshot,"This affluent, coastal district was one of the <a href=""https://www.nytimes.com/2018/06/08/us/politics/orange-county-california-primary.html"">most reliably Republican areas</a> of the 20th century, and Republicans still have a 10-point registration advantage. But Hillary Clinton won it by two points."
2018-08-07 09:16:15+00:00,Briefing, (Want to get this briefing by email? Here’s the sign-up.)
2018-05-08 17:23:39+00:00,U.S.,See full results and maps from the Indiana primaries.
2018-11-30 20:55:41+00:00,New York,"The political scandal is on a much smaller scale than Russia’s interference with the 2016 presidential election, but Staten Island has its own fake news controversy."
2018-11-06 20:33:07+00:00,Reader Center,An unusually intense midterm election in the United States on Tuesday has both parties anticipating extraordinary voter turnout.
2018-05-07 19:04:45+00:00,World,"BEIRUT, Lebanon — Hezbollah and its political allies expanded their share of seats in Lebanon’s Parliament, increasing their political clout at the expense of the country’s Western-backed prime minister, according to preliminary election results released on Monday."
2018-09-06 22:19:00+00:00,The Upshot,"The district voted for Donald J. Trump and Mitt Romney by comfortable margins, but it has strong Democratic roots. Democrats have a registration advantage, and Senator Rand Paul lost the district in his successful 2016 re-election bid."
2018-09-06 22:16:52+00:00,The Upshot,"The district was once reliably Democratic, but it swung hard to Mr. Trump in 2016."
2018-11-14 11:56:29+00:00,World,"JERUSALEM — Avigdor Lieberman, Israel’s hard-line defense minister, stepped down from his post on Wednesday after the government agreed to a cease-fire with Hamas to end two days of cross-border clashes, in a surprise move that could prompt early elections."
2018-11-05 08:00:24+00:00,The Upshot,"Democrats appear poised to win the House popular vote on Tuesday by a wide margin, with national polls showing sustained disapproval of President Trump — and yet the fate of the chamber is not a foregone conclusion. "
2018-10-19 13:05:43+00:00,World,"KANDAHAR, Afghanistan — As mourners carried a slain anti-Taliban police chief through the streets of this Afghan city gripped with grief and fear on Friday, the immediate consequences of the attack that killed him were becoming clearer."
2018-09-20 07:00:01+00:00,U.S.,"View the totality of Russia’s influence campaign, and how Russian contacts, hacking and social media fraud often coincided during the election."
2018-09-10 17:26:35+00:00,The Upshot,"This majority Hispanic border district <a href=""https://www.nytimes.com/2018/06/20/us/politics/republicans-family-separation.html"">stretches along the Rio Grande</a> to the suburbs of San Antonio. Historically, it has some of the lowest turnout in the country."
2018-09-06 22:16:05+00:00,The Upshot,"Illinois’s Sixth is emblematic of a type of district that could decide control of the House: a <a href=""https://www.nytimes.com/2017/12/18/us/politics/house-control-2018-suburbs-trump-republicans-democrats.html"">well-educated suburb</a> that voted for Hillary Clinton but that usually votes Republican and has a strong incumbent against a political newcomer."
2018-03-14 20:21:45+00:00,Books,RUSSIAN ROULETTE The Inside Story of Putin’s War on America and the Election of Donald Trump By Michael Isikoff and David Corn 338 pp. Twelve. $30.
2018-05-04 19:33:35+00:00,Technology,SAN FRANCISCO — Google will begin requiring those who buy ads related to federal elections in the United States through its sprawling advertising network to prove that they are citizens or lawful residents of the country.
2018-09-17 17:38:25+00:00,The Upshot,"The district includes all of Hunterdon County and parts of five other counties in northwestern New Jersey. Mr. Lance, a moderate, won re-election in this district by 11 points in 2016 even as it swung toward a narrow victory for Hillary Clinton."
2018-06-06 11:00:05+00:00,U.S.,"The battle for control of Congress was front and center on Tuesday night, with races taking shape in several intensely contested House seats in California and New Jersey. But there were revealing elections in the Midwest and the South, too, underscoring President Trump’s power in the Republican Party and the different ways Democrats hope to loosen his hold on red-state America."
2018-06-12 19:32:45+00:00,U.S.,See full results and maps from the South Carolina primaries.
2018-06-06 15:42:15+00:00,World,"Just a month and a half away from national elections, Pakistan’s powerful military establishment has mounted a fearsome campaign against its critics in the news media, on social networks, and in mainstream political movements."
2018-08-14 09:30:12+00:00,Briefing, (Want to get this briefing by email? Here’s the sign-up.)
2018-09-13 18:17:08+00:00,The Upshot,"This strongly Hispanic South Florida district was created in 2012 and encompasses most of southern Miami-Dade County, Key West and all three of Florida's national parks."
2018-07-17 17:51:20+00:00,U.S.,See full results and maps from the Alabama primary runoffs.
2018-09-13 18:17:08+00:00,The Upshot,"This strongly Hispanic South Florida district was created in 2012 and encompasses most of southern Miami-Dade County, Key West and all three of Florida's national parks."
2018-10-06 07:45:04+00:00,World,"SARAJEVO, Bosnia and Herzegovina — Just before Bosnia’s presidential elections on Sunday, the separatist Serb leader Milorad Dodik made sure to pay a public visit to one of his most important backers: President Vladimir V. Putin of Russia."
2018-11-07 09:00:33+00:00,U.S.,"The divergent outcomes in the House and Senate — a Democratic takeover in one chamber, and Republican gains in the other — exposed an ever-deepening gulf separating rural communities from America’s cities and suburbs."
2018-08-15 09:24:03+00:00,Briefing, (Want to get this briefing by email? Here’s the sign-up.)
2018-05-15 15:49:50+00:00,U.S.,See full results and maps from the Idaho primaries.
2018-03-28 12:18:55+00:00,Times Insider,"Times Insider delivers behind-the-scenes insights into how news, features and opinion come together at The New York Times."
2018-11-08 23:29:42+00:00,Briefing,(Want to get this briefing by email? Here’s the sign-up.)
2018-09-08 20:28:20+00:00,The Upshot,This coal country district in the heart of Appalachia has the lowest number of college graduates of any competitive House race.
2018-11-12 01:26:27+00:00,U.S.,"LAUDERHILL, Fla. — In the chaos that has swirled over the vote count in Florida following Tuesday’s midterm elections, one headline made its way ominously around the state: A teacher in Broward County had discovered a box labeled “provisional ballots,” left behind at the polling place at her school."
2018-05-15 15:49:48+00:00,U.S.,See full results and maps from the Pennsylvania primaries.
2018-10-25 00:12:11+00:00,World,"SAN PEDRO SULA, Honduras — The flier began circulating on social media in Honduras this month, showing a lone migrant sketched against a bright red backdrop."
2018-05-22 17:10:17+00:00,U.S.,See full results and maps from the Georgia primaries.
2018-06-06 12:23:40+00:00,U.S.,Good morning.
2018-06-19 09:51:03+00:00,Opinion,"BOGOTÁ, Colombia — The victory of Iván Duque in the Colombian presidential race on Sunday is the result of a series of unfortunate ideological exports from the United States."
2018-08-15 07:00:03+00:00,World,"GUSAU, Nigeria — Tijani Idris heard the roar and rushed inside his home, peeking through the window to spot fighter jets crisscrossing the sky above his forest village."
2018-10-21 09:51:33+00:00,Briefing,"Here are the week’s top stories, and a look ahead."
2018-11-24 17:45:40+00:00,World,"TAIPEI, Taiwan — The president of Taiwan resigned as leader of her party Saturday night after it suffered stunning local election defeats to the opposition Kuomintang, which favors closer ties with China."
2018-12-20 14:42:28+00:00,New York,"She arrived in Washington as a rising star, the youngest woman ever elected to Congress, and she quickly won leadership positions and garnered effusive praise from her party leaders."
2018-05-08 17:23:38+00:00,U.S.,See full results and maps from the Ohio primaries.
2018-11-06 01:28:04+00:00,U.S.,"ATLANTA — Georgia’s campaign for governor neared an end on Monday as the state prepared to render its judgment in a contest long imbued with undercurrents of race and history, and freshly roiled by a swirl of allegations about election security."
2018-10-03 22:42:39+00:00,U.S.,"MADISON, W.Va. — Lula Hill voted in just about every election once she became old enough in 1952. Her coal mining family of registered Democrats believed that elections were like church services: You didn’t skip them."
2018-09-11 09:00:07+00:00,U.S.,"Ayanna Pressley’s blowout victory over a 10-term congressman last week was the latest example of a trend that has become abundantly clear: 2018 is the year of the progressive insurgent, from Alexandria Ocasio-Cortez to Andrew Gillum."
2018-10-19 18:45:13+00:00,U.S.,"WASHINGTON — Russians working for a close ally of President Vladimir V. Putin are engaging in an elaborate campaign of “information warfare” to interfere with the American midterm elections next month, federal prosecutors said on Friday in unsealing charges against a woman whom they labeled the project’s “chief accountant.” "
2018-10-29 20:43:06+00:00,U.S.,"WASHINGTON — More than 5,000 active-duty military troops will deploy to the southern border by the end of this week, Defense Department officials said on Monday, an escalation of a midterm election show of force against a caravan of Central American migrants that President Trump has characterized as an “invasion of our country.”"
2018-08-01 10:32:44+00:00,Business Day,Good Tuesday morning. Want this in your inbox every morning? Sign up here.
2018-05-22 17:10:17+00:00,U.S.,See full results and maps from the Texas primary runoffs.
2018-09-24 08:20:34+00:00,World,"MALÉ, Maldives — The Maldives’ Elections Commission on Monday declared a resounding presidential election victory for the opposition candidate, and after hours of tense waiting, the country’s authoritarian incumbent conceded defeat."
2018-11-05 20:00:50+00:00,U.S.,• Go here for updates from around the country on Tuesday.
2019-08-13 20:01:56+00:00,U.S.,"Stacey Abrams, the Georgia politician who captured national attention during her unsuccessful run for governor in 2018, has decided not to run for president after publicly contemplating a bid for months. "
2018-08-08 09:23:27+00:00,Briefing, (Want to get this briefing by email? Here’s the sign-up.)
2018-11-07 21:52:22+00:00,U.S.,"In life, Dennis Hof claimed many titles: “America’s pimp” and “the P.T. Barnum of Booty,” based on his notoriety as an outspoken brothel owner in Nevada. He called himself the “Trump of Pahrump,” nodding to his political style and the town he called home."
2018-07-10 09:00:10+00:00,U.S.,"President Trump’s selection of Judge Brett M. Kavanaugh as his second Supreme Court nominee could be a consequential moment for the midterm elections. Republicans hope a confirmation battle will galvanize voters on the right, while Democrats are balancing their own energized liberal base against the political pressure on some red-state Democrats to side with Mr. Trump. "
2018-09-14 15:34:45+00:00,The Upshot,"This district covers the entire southern half of the state, and has voted Republican in the last three presidential elections. The winner will be the first woman to represent the district since its creation in 1969."
2019-03-15 20:27:56+00:00,U.S.,"Federal elections officials have fined Ted Cruz’s Senate campaign $35,000 for failing to report more than $1 million in bank loans he used to finance his successful long-shot race in Texas in 2012."
2018-07-25 09:32:18+00:00,Briefing, (Want to get this briefing by email? Here’s the sign-up.)
2018-06-26 18:23:21+00:00,Reader Center,"As the November midterm election approaches, our Politics department, a growing team of 16 journalists, is hard at work covering the wave of primaries across the United States. "
2018-04-23 10:00:01+00:00,New York,"Updated, 10:23 a.m."
2018-11-23 10:00:07+00:00,New York,"ALBANY — It is the party of Theodore Roosevelt, Nelson A. Rockefeller and, yes, President Trump. It led the New York State Senate for almost all of the last 75 years. And its backers include such deep-pocketed, well-connected interests as charter schools and New York City real estate moguls."
2018-05-18 23:11:54+00:00,World,"CARACAS, Venezuela — Just two days before presidential elections in Venezuela, the Trump administration on Friday announced sanctions against a powerful governing party politician, accusing him of drug trafficking, extortion, money laundering and embezzling government money."
2018-08-14 13:00:00+00:00,The Learning Network,"Thank you to the 1,146 teenagers who participated in the seventh week of our 10-week Summer Reading Contest, and congratulations to Claire Tempelman, our winner, as well as to our many runners-up and honorable mentions."
2018-05-08 17:23:42+00:00,U.S.,See full results and maps from the West Virginia primaries.
2018-09-20 18:09:37+00:00,U.S.,"On an October afternoon before the 2016 election, a huge banner was unfurled from the Manhattan Bridge in New York City: Vladimir V. Putin against a Russian-flag background, and the unlikely word “Peacemaker” below. It was a daredevil happy birthday to the Russian president, who was turning 64."
2018-05-09 09:00:14+00:00,U.S.,"Primary elections in four Republican-leaning states rattled Congress on Tuesday night, as voters ejected a sitting member of the House and set up intense campaigns for the Senate in several battlegrounds."
2018-10-10 15:00:04+00:00,U.S.,WASHINGTON — A 28-year-old California man was sentenced to six months in prison on Wednesday for selling bank account information that helped Russia wage a social media campaign aimed at influencing and disrupting the 2016 presidential race.
2018-08-08 14:56:48+00:00,U.S.,Ohio’s 12th is the latest district where Democratic energy has been on vivid display.
2018-11-03 11:00:03+00:00,The Upshot,"The United States economy is the strongest it has been in ages. Growth has been robust, and the unemployment rate is at generational lows, as new data Friday affirmed."
2018-09-30 16:00:11+00:00,New York,"Deep in the heart of Brooklyn, a borough virtually synonymous with deep blue politics, lies an unlikely battleground for control of the New York State Senate."
2018-05-08 17:23:39+00:00,U.S.,See full results and maps from the North Carolina primaries.
2018-05-03 18:30:04+00:00,Opinion,"The Republican Debbie Lesko’s shockingly close margin of victory in a recent special election in Arizona’s Eighth Congressional District — she won by five percentage points where Donald Trump won by over 20 — again raises the prospect of a blue wave in the midterms. It is true that Republicans have performed abysmally in special elections during the Trump presidency, not only losing a host of previously safe seats but also winning the rest with sharply reduced margins like Ms. Lesko’s. If these results truly depict the state of the electorate, Republicans could be looking at a historically large wipeout."
2018-10-22 00:23:06+00:00,U.S.,"WASHINGTON — Republicans entered the final month of the campaign with more money in the bank than the Democrats, providing them with vital ammunition as they wage a furious effort to hold on to control of Congress."
2018-07-30 09:00:08+00:00,The Upshot,The battleground in the fight for control of the House is starting to come into focus with 99 days to go until the November election. It’s not exactly the battleground that analysts expected.
2018-11-07 20:12:57+00:00,U.S.,"HOMESTEAD, Pa. — The night began with giddy eagerness as the crowd trickled into the warren of rooms at the back of a bar just outside Pittsburgh. They were nurses, social workers, professors and retirees who had spent the last two years learning the science of campaigning from scratch and the last few months doing the grueling work."
2018-05-18 09:38:34+00:00,World,"Elections are approaching in Venezuela, but many citizens have other concerns. As President Nicolás Maduro looks to stay in power, thousands are trying to flee. A Times video correspondent traveled to the Colombian border town of Cúcuta. This is what he saw."
2019-02-01 02:53:16+00:00,U.S.,"As Democratic candidates begin to file their paperwork to run for president in 2020, they already know they will be facing a well-financed opponent. President Trump’s campaign reported $19.2 million in cash on hand Thursday in a filing with the Federal Election Commission."
2018-03-27 22:34:19+00:00,U.S.,"WASHINGTON — Kirstjen Nielsen, the homeland security secretary, recently warned dozens of foreign diplomats — including the Russian ambassador — that the United States would retaliate if adversaries abroad meddled in its coming elections."
2018-10-08 00:15:32+00:00,World,"RIO DE JANEIRO — A far-right candidate who has spoken fondly of Brazil’s onetime military dictatorship came close to an outright victory in the country’s presidential election on Sunday, as Brazilians expressed disgust with politics as usual and endorsed an iron-fisted approach to fighting crime and corruption."
2018-04-22 17:50:57+00:00,New York,"Special elections in New York on Tuesday will present voters with nearly a dozen state legislative races from Buffalo to Long Island, and could prove decisive in the Democrats’ yearslong quest to capture all levers of state government."
2018-07-24 09:00:14+00:00,U.S.,• Update: Brian Kemp won the runoff on Tuesday night.
2018-08-03 20:08:05+00:00,World,"HARARE, Zimbabwe — Presidential election results showing that the man who ousted Robert Mugabe in a coup last year in Zimbabwe had won his own term in office were “fraudulent and illegitimate,” the main opposition candidate said on Friday as he vowed to challenge them in the courts."
2018-06-25 17:18:21+00:00,World,"Against a backdrop of widespread repression and a weakened economy, President Recep Tayyip Erdogan of Turkey was re-elected on Sunday, while his alliance won a majority in parliament."
2018-04-24 15:11:26+00:00,U.S.,See full results and maps from the Arizona special election.
2018-09-09 23:05:03+00:00,Opinion,"In Chicago, our mayors stay in office for a long time."
2018-03-20 20:27:10+00:00,U.S.,"WASHINGTON — The Senate Intelligence Committee offered recommendations on Tuesday for securing American elections from foreign attacks, pressing states to buy voting machines that produce paper ballots and to secure voter databases, and calling for better cooperation between state and federal elections officials ahead of November’s midterm elections."
2018-11-06 16:37:31+00:00,U.S.,"FORT LAUDERDALE, Fla. — The question was not rhetorical."
2018-05-01 15:32:18+00:00,World,"LONDON — From her doorstep in the exclusive Knightsbridge district of London, Christine Cotter dismissed the idea of voting for Britain’s opposition Labour Party in elections on Thursday, describing its left-wing leader, Jeremy Corbyn, as a “dreamer” whose policies would bankrupt the country."
2018-07-16 00:07:28+00:00,U.S.,The message from WikiLeaks in July 2016 to a group of Russian intelligence officers who prosecutors say were posing as a Romanian hacker named Guccifer 2.0 urged swift action before the opening of the Democratic National Convention that month.
2018-04-18 14:06:04+00:00,World,"ISTANBUL — President Recep Tayyip Erdogan of Turkey on Wednesday called elections for June 24, almost a year and a half earlier than scheduled, saying the situation in Syria and Iraq, as well as economic stability, demanded it."
2018-07-23 21:04:25+00:00,Books,"Within the last two weeks, the investigation of Russia’s interference in the 2016 presidential election has escalated. Maria Butina, a Russian woman who tried to broker a back-channel meeting between Donald J. Trump and Russian president Vladimir V. Putin during the 2016 election, was charged with conspiring to influence a United States election, and 12 Russian officials were indicted. During a news conference in Helsinki, Finland, after a private meeting with Mr. Putin, President Trump said he believed Mr. Putin’s denial of meddling, raising concerns that Mr. Trump was siding with a foreign power over his own intelligence agencies. He backtracked several days later. Here are three books that provide insight into Mr. Putin’s rise to power, Russia’s involvement in the election and the state of our intelligence community."
2018-06-14 13:01:47+00:00,U.S.,Good morning.
2018-08-24 17:42:03+00:00,U.S.,"Republicans succeeded in holding on to a traditionally safe congressional district in Ohio on Friday when State Senator Troy Balderson eked out a narrow victory over a Democratic challenger, Danny O’Connor, according to The Associated Press, in a special election whose result was too close to call for nearly three weeks. Mr. Balderson will hold the seat for just over two months before he faces Mr. O’Connor again in the general election in November."
2018-08-01 10:00:04+00:00,Opinion,"With fewer than 100 days to go until the midterms, the evidence continues to pile up that America’s electoral system remains a hot target for hackers, most notably agents of the Russian government. "
2018-06-26 09:35:56+00:00,Briefing, (Want to get this briefing by email? Here’s the sign-up.)
2018-11-07 19:06:59+00:00,U.S.,"RICHMOND, Ky. — At 5 a.m. on Election Day, Mark Nickolas awoke to write a speech he thought would never be delivered."
2018-11-07 18:24:20+00:00,U.S.,"WASHINGTON — A day after Democrats recaptured the House, Representative Nancy Pelosi, the longtime party leader, promised to work with President Trump and Senate Republicans on issues where they could agree, while vowing the new majority would assert itself when necessary."
2018-02-22 00:23:10+00:00,World,"CARACAS, Venezuela — Venezuela’s alliance of opposition parties declared on Wednesday that it would boycott the coming presidential election, saying the electoral system was rigged in favor of President Nicolás Maduro and his United Socialist Party of Venezuela."
2018-04-09 16:58:23+00:00,World,"BUDAPEST, Hungary — One day after Viktor Orban and his governing Fidesz party and its allies won a sweeping election victory, independent election monitors said Monday that the party had used the resources of the state on a very large scale to bolster its chances of winning."
2018-10-16 09:00:05+00:00,U.S.,"WASHINGTON — In 2010, Representative Paul D. Ryan issued an ominous threat about the nation’s deficit, one repeatedly echoed by Republican candidates as they marched toward a decisive takeover of the House that year."
2018-03-12 21:53:30+00:00,U.S.,"Update: Conor Lamb, a Democrat and former Marine, scored a razor-thin but extraordinary upset in a special House election in southwestern Pennsylvania after a few thousand absentee ballots cemented a Democratic victory in the heart of President Trump’s Rust Belt base. Read more."
2018-03-05 13:02:23+00:00,Opinion,This article is part of the Opinion Today newsletter. You can sign up here to receive the newsletter each weekday.
2018-07-12 16:59:44+00:00,Movies,"In 2008, just days before the Republican primary in Montana, a lurid postcard landed in one district’s mailboxes. “John Wayne Gacy, ‘the Killer Clown,’” it read, “sadistically raped and murdered nearly three dozen boys and young men.” It also asserted that “John Ward believes that monsters like this deserve to live.” Mr. Ward, a veteran Republican politician running for state office, never had a chance. “Mothers Against Child Predators,” a shadowy entity that had nothing to do with moms, succeeded in disrupting the race."
2018-06-05 09:00:11+00:00,U.S.,"Eight states are holding primaries on Tuesday: Alabama, California, Iowa, Mississippi, Montana, New Jersey, New Mexico and South Dakota. It will be the busiest primary day of the year so far, as voters choose the candidates who will face off on Nov. 6."
2018-05-31 18:08:34+00:00,Science,"Thanksgiving is supposed to be sacrosanct — a time to forget about diets and the stresses of the world and enjoy the company of friends and family. But it doesn’t always work out that way, does it?"
2018-03-29 09:45:05+00:00,Opinion,"Crucial disputes over Democratic strategy concerning economic distribution, race and immigration have in large part been based on Election Day exit polls that now appear to have been inaccurate in key ways."
2018-03-06 00:24:38+00:00,Times Insider,"As a senior editor on The New York Times’s interactive news desk, members of my team are both reporters and programmers, and elections are my specialty. (I was responsible for feeding results to the infamous Times election needle that predicted, hours early, Doug Jones’s victory over Roy Moore for the Alabama Senate seat vacated by Attorney General Jeff Sessions.)"
2018-03-02 04:45:34+00:00,World,"ROME — It happened in the United States. Then there were the Netherlands, France and Germany. One after the other, the West’s leading democracies have staged national elections in which Russia is accused of using social media and fake news to try to influence the outcome."
2018-09-09 10:02:46+00:00,Briefing,"Here are the week’s top stories, and a look ahead."
2018-05-21 20:25:24+00:00,U.S.,"WASHINGTON — The Trump administration placed new sanctions on Venezuela on Monday, seeking to block President Nicolás Maduro from selling off government debt to enrich himself the day after he claimed victory in what the United States government called a “sham” election in his crisis-ridden country."
2018-08-21 23:23:09+00:00,U.S.,Six Trump advisers or officials have been charged by the special counsel.
2018-07-18 12:52:33+00:00,U.S.,Good morning.
2018-04-24 01:29:02+00:00,U.S.,"A special election in Arizona was spurred by a sex scandal, and polls show that this Republican stronghold has a chance at being won by a Democrat."
2018-05-15 19:54:26+00:00,World,"BAGHDAD — The front-runner in Iraqi elections, the populist Shiite cleric Moktada al-Sadr, wasted little time trying to prove to potential allies that he is serious about shaking up the government and cleaning up corruption as he worked to cobble together a governing coalition."
2018-03-12 04:52:50+00:00,World,"MEDELLÍN, Colombia — Colombians elected a divided Congress on Sunday in voting that showed deep polarization but offered little resolution of the country’s main political disputes, including battling corruption and implementing a controversial peace deal with its former rebels."
2019-03-27 16:28:22+00:00,Opinion,"Despite the best efforts of several technology firms, there still seem to be secretive groups distributing political ads without disclosing who is funding those ads. Even if Facebook starts discouraging advertisers from targeting users on the basis of race, gender or age, as it recently announced, the wealth of existing data that it has already collected will still allow advertisers to do sophisticated ad targeting."
2018-08-08 23:15:59+00:00,U.S.,"WASHINGTON — In President Trump’s mind, he has become the indispensable man, the political force singularly responsible for the narrow lead that Troy Balderson, the Republican candidate, clings to in a heavily conservative Ohio House district and that Kris W. Kobach maintains in the Kansas governor’s primary."
