year_type,year,organization_group_code,organization_group,department_code,department,union_code,union,job_family_code,job_family,job_code,job,employee_identifier,salaries,overtime,other_salaries,total_salary,retirement,health_dental,other_benefits,total_benefits,total_compensation
Fiscal,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,28213,67732.96,11338.01,3509.54,82580.51,21158.25,13565.26,6104.48,40827.99,123408.5
Calendar,2015,4,Community Health,DPH,Public Health,790,"SEIU - Miscellaneous, Local 1021",1400,"Clerical, Secretarial & Steno",1406,Senior Clerk,15217,43525.33,0.0,960.0,44485.33,9526.3,8296.46,3637.4,21460.16,65945.49
Fiscal,2015,2,"Public Works, Transportation & Commerce",AIR,Airport Commission,790,"SEIU - Miscellaneous, Local 1021",2700,Housekeeping & Laundry,2708,Custodian,44799,18281.6,0.0,1832.46,20114.06,5108.38,4502.11,1594.25,11204.74,31318.8
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,200,"Transportation Workers, Local 200",9100,Street Transit,9160,Transit Operations Specialist,33704,17760.0,16040.97,2165.48,35966.45,3673.17,1911.46,642.29,6226.92,42193.37
Fiscal,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,12728,66938.37,17780.83,3842.0,88561.2,21019.92,13404.99,6568.02,40992.93,129554.13
Fiscal,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,3961,7119.82,724.28,33.6,7877.7,2021.15,2252.55,603.32,4877.02,12754.72
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,27529,38929.92,7693.79,1379.28,48002.99,10474.24,12165.44,3395.75,26035.43,74038.42
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,790,"SEIU - Miscellaneous, Local 1021",1400,"Clerical, Secretarial & Steno",1406,Senior Clerk,17908,56120.16,1056.2,0.0,57176.36,12564.55,12424.5,4737.44,29726.49,86902.85
Fiscal,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,52076,5840.81,1680.31,274.98,7796.1,1656.76,1847.9,568.62,4073.28,11869.38
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,33162,64539.13,8827.92,1668.46,75035.51,16154.77,13343.08,5733.44,35231.29,110266.8
Fiscal,2015,4,Community Health,DPH,Public Health,250,"SEIU - Health Workers, Local 1021",2700,Housekeeping & Laundry,2736,Porter,49075,55515.17,0.0,4195.1,59710.27,12591.57,12405.67,4912.26,29909.5,89619.77
Fiscal,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,790,"SEIU - Miscellaneous, Local 1021",1400,"Clerical, Secretarial & Steno",1406,Senior Clerk,31287,47053.38,0.0,0.0,47053.38,12139.68,12385.6,3779.84,28305.12,75358.5
Calendar,2015,4,Community Health,DPH,Public Health,250,"SEIU - Health Workers, Local 1021",2700,Housekeeping & Laundry,2736,Porter,27589,52971.7,0.0,6765.3,59737.0,11680.82,11678.32,5383.79,28742.93,88479.93
Fiscal,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,41426,59247.84,15438.19,6085.25,80771.28,17732.89,11870.68,6326.38,35929.95,116701.23
Calendar,2015,2,"Public Works, Transportation & Commerce",AIR,Airport Commission,790,"SEIU - Miscellaneous, Local 1021",2700,Housekeeping & Laundry,2708,Custodian,23552,56531.0,0.0,5088.19,61619.19,12260.34,12424.5,5045.55,29730.39,91349.58
Fiscal,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,25555,56169.56,6319.56,4123.59,66612.71,17898.41,11249.0,4975.37,34122.78,100735.49
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,17710,57948.65,17512.62,553.83,76015.1,15186.46,13266.68,5593.95,34047.09,110062.19
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,254,"Transport Workers - Fare Inspectors, Local 250-A",9100,Street Transit,9132,Transit Fare Inspector,17408,66842.55,14385.46,10708.83,91936.84,20367.09,12376.71,7230.64,39974.44,131911.28
Fiscal,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,16174,58943.42,15673.43,1308.78,75925.63,17868.86,11809.55,5867.57,35545.98,111471.61
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,33224,31438.39,122.98,550.22,32111.59,7194.0,6186.75,2387.77,15768.52,47880.11
Calendar,2015,4,Community Health,DPH,Public Health,790,"SEIU - Miscellaneous, Local 1021",1400,"Clerical, Secretarial & Steno",1406,Senior Clerk,11499,47154.21,0.0,0.0,47154.21,9924.36,12424.5,3805.31,26154.17,73308.38
Fiscal,2015,4,Community Health,DPH,Public Health,250,"SEIU - Health Workers, Local 1021",2700,Housekeeping & Laundry,2736,Porter,14198,37215.04,0.0,1876.36,39091.4,8692.47,8339.27,3269.72,20301.46,59392.86
Fiscal,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,2219,14800.33,2586.01,381.78,17768.12,4280.21,4682.49,1365.54,10328.24,28096.36
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,30982,64334.0,19417.96,1620.44,85372.4,18031.75,12675.21,6453.32,37160.28,122532.68
Fiscal,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,930,51936.27,14240.07,3818.39,69994.73,16533.15,10414.97,5412.75,32360.87,102355.6
Fiscal,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,45104,67731.0,28581.51,7531.55,103844.06,22364.9,13564.06,7902.54,43831.5,147675.56
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,790,"SEIU - Miscellaneous, Local 1021",8200,Protection & Apprehension,8201,School Crossing Guard,27244,3566.74,0.0,0.0,3566.74,0.0,1281.27,287.45,1568.72,5135.46
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,790,"SEIU - Miscellaneous, Local 1021",8200,Protection & Apprehension,8214,Parking Control Officer,6037,62468.8,23806.21,2144.28,88419.29,13167.36,12424.5,7204.75,32796.61,121215.9
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,790,"SEIU - Miscellaneous, Local 1021",2700,Housekeeping & Laundry,2708,Custodian,5290,27293.16,626.57,2205.03,30124.76,6224.81,5763.0,2566.01,14553.82,44678.58
Fiscal,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,790,"SEIU - Miscellaneous, Local 1021",9100,Street Transit,9102,Transit Car Cleaner,3496,50019.21,9415.11,8635.84,68070.16,12839.87,10074.5,5371.93,28286.3,96356.46
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,46582,64612.46,12656.85,1320.64,78589.95,18040.81,12732.37,6127.0,36900.18,115490.13
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,36327,5095.89,0.0,15.85,5111.74,1233.25,1576.95,396.76,3206.96,8318.7
Calendar,2015,2,"Public Works, Transportation & Commerce",AIR,Airport Commission,790,"SEIU - Miscellaneous, Local 1021",2700,Housekeeping & Laundry,2708,Custodian,3963,54007.6,0.0,6565.38,60572.98,14038.77,12424.5,4844.92,31308.19,91881.17
Calendar,2015,2,"Public Works, Transportation & Commerce",AIR,Airport Commission,790,"SEIU - Miscellaneous, Local 1021",1400,"Clerical, Secretarial & Steno",1406,Senior Clerk,22918,21180.0,16.55,0.0,21196.55,5464.44,5734.39,1728.73,12927.56,34124.11
Fiscal,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,12495,65565.1,7099.04,583.65,73247.79,19637.13,13130.37,5369.71,38137.21,111385.0
Fiscal,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,15246,66886.68,11886.07,2747.95,81520.7,20677.03,13396.49,6373.74,40447.26,121967.96
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,51956,34130.56,7789.64,826.35,42746.55,10311.84,6787.49,3324.23,20423.56,63170.11
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,52181,40841.65,4752.5,632.55,46226.7,11503.73,8092.23,3107.23,22703.19,68929.89
Fiscal,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,26674,66784.36,17082.63,2119.41,85986.4,20458.3,13374.57,6662.36,40495.23,126481.63
Calendar,2015,2,"Public Works, Transportation & Commerce",AIR,Airport Commission,790,"SEIU - Miscellaneous, Local 1021",2700,Housekeeping & Laundry,2708,Custodian,47416,42779.2,0.0,4514.2,47293.4,10830.02,11420.99,3685.74,25936.75,73230.15
Fiscal,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,790,"SEIU - Miscellaneous, Local 1021",8200,Protection & Apprehension,8214,Parking Control Officer,35130,39742.25,0.0,2948.26,42690.51,9528.89,8125.06,3513.83,21167.78,63858.29
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,5259,68852.12,13566.96,2801.09,85220.17,19674.18,13570.12,6056.31,39300.61,124520.78
Fiscal,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,3991,64526.92,17363.31,5535.4,87425.63,20805.0,12919.22,6776.08,40500.3,127925.93
Fiscal,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,21415,5122.15,30.64,396.01,5548.8,1576.78,1020.94,400.25,2997.97,8546.77
Calendar,2015,2,"Public Works, Transportation & Commerce",AIR,Airport Commission,790,"SEIU - Miscellaneous, Local 1021",2700,Housekeeping & Laundry,2708,Custodian,1867,56531.0,1228.55,982.8,58742.35,12680.14,12424.5,4720.47,29825.11,88567.46
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,47745,64728.52,19317.23,1606.37,85652.12,18169.53,12757.21,6648.17,37574.91,123227.03
Fiscal,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,790,"SEIU - Miscellaneous, Local 1021",8200,Protection & Apprehension,8214,Parking Control Officer,43768,58450.8,9756.21,3760.1,71967.11,13513.2,12404.77,5747.12,31665.09,103632.2
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,2529,65028.59,3393.86,1681.35,70103.8,18240.22,12811.28,5410.36,36461.86,106565.66
Fiscal,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,790,"SEIU - Miscellaneous, Local 1021",8200,Protection & Apprehension,8214,Parking Control Officer,43335,50801.98,0.0,1666.84,52468.82,13462.52,12449.67,4526.95,30439.14,82907.96
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,36179,1585.42,0.0,0.0,1585.42,375.06,477.86,123.06,975.98,2561.4
Calendar,2015,4,Community Health,DPH,Public Health,790,"SEIU - Miscellaneous, Local 1021",1400,"Clerical, Secretarial & Steno",1406,Senior Clerk,2285,61735.0,0.0,624.0,62359.0,12852.62,12424.5,5271.36,30548.48,92907.48
Calendar,2015,4,Community Health,DPH,Public Health,250,"SEIU - Health Workers, Local 1021",2700,Housekeeping & Laundry,2736,Porter,7601,11596.47,0.0,2384.04,13980.51,2629.99,2564.34,1190.36,6384.69,20365.2
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,6169,59257.32,3158.5,918.17,63333.99,13548.9,11663.44,4775.91,29988.25,93322.24
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,12192,67958.78,9659.01,3292.46,80910.25,19517.79,13391.23,6264.87,39173.89,120084.14
Fiscal,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,42660,41227.35,4057.25,2552.58,47837.18,12966.33,8280.85,3726.44,24973.62,72810.8
Calendar,2015,2,"Public Works, Transportation & Commerce",AIR,Airport Commission,790,"SEIU - Miscellaneous, Local 1021",2700,Housekeeping & Laundry,2708,Custodian,25692,56531.0,0.0,2096.37,58627.37,12671.48,12424.5,4709.34,29805.32,88432.69
Fiscal,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,24139,49678.09,4091.82,12997.74,66767.65,15381.95,9966.44,5023.61,30372.0,97139.65
Fiscal,2015,2,"Public Works, Transportation & Commerce",AIR,Airport Commission,790,"SEIU - Miscellaneous, Local 1021",2700,Housekeeping & Laundry,2708,Custodian,9028,55949.5,43.29,8520.08,64512.87,13818.71,12500.56,5310.09,31629.36,96142.23
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,48373,67761.94,7300.86,2877.62,77940.42,19286.91,13350.61,5919.22,38556.74,116497.16
Fiscal,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,790,"SEIU - Miscellaneous, Local 1021",9100,Street Transit,9126,Transit Traffic Checker,10270,68524.3,756.84,3368.99,72650.13,16002.57,12500.56,5974.38,34477.51,107127.64
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,43577,41648.83,3213.95,664.98,45527.76,10937.43,12521.46,3273.7,26732.59,72260.35
Fiscal,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,51420,47559.96,389.18,641.9,48591.04,14282.95,9489.16,3604.3,27376.41,75967.45
Calendar,2015,2,"Public Works, Transportation & Commerce",AIR,Airport Commission,1,Miscellaneous Unrepresented Employees,9100,Street Transit,9144,"Investigator, Taxi And Accessible Servic",34834,5502.0,0.0,0.0,5502.0,1023.92,716.79,427.04,2167.75,7669.75
Calendar,2015,4,Community Health,DPH,Public Health,250,"SEIU - Health Workers, Local 1021",2700,Housekeeping & Laundry,2736,Porter,4894,49120.4,0.0,0.0,49120.4,11790.37,12424.5,3959.05,28173.92,77294.32
Calendar,2015,4,Community Health,DPH,Public Health,250,"SEIU - Health Workers, Local 1021",1400,"Clerical, Secretarial & Steno",1429,Nurses Staffing Assistant,29835,29993.49,13877.61,3316.47,47187.57,6714.46,6170.43,3845.55,16730.44,63918.01
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,200,"Transportation Workers, Local 200",9100,Street Transit,9139,Transit Supervisor,14229,91730.41,17607.15,10966.4,120303.96,20328.41,12383.94,9742.66,42455.01,162758.97
Fiscal,2015,2,"Public Works, Transportation & Commerce",AIR,Airport Commission,250,"SEIU - Health Workers, Local 1021",2700,Housekeeping & Laundry,2706,Housekeeper/Food Service Clnr,33666,49167.9,0.0,1977.45,51145.35,12685.27,12500.56,4158.88,29344.71,80490.06
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,790,"SEIU - Miscellaneous, Local 1021",9100,Street Transit,9102,Transit Car Cleaner,52447,62811.0,17308.99,15665.34,95785.33,15240.43,12424.5,7565.73,35230.66,131015.99
Fiscal,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,790,"SEIU - Miscellaneous, Local 1021",2700,Housekeeping & Laundry,2708,Custodian,7368,55955.7,7938.03,6029.93,69923.66,13278.87,12500.56,5560.24,31339.67,101263.33
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,254,"Transport Workers - Fare Inspectors, Local 250-A",9100,Street Transit,9132,Transit Fare Inspector,14913,22127.61,654.0,3399.77,26181.38,7126.16,4206.06,2131.11,13463.33,39644.71
Fiscal,2015,2,"Public Works, Transportation & Commerce",AIR,Airport Commission,790,"SEIU - Miscellaneous, Local 1021",1400,"Clerical, Secretarial & Steno",1446,Secretary 2,46929,69008.24,143.04,1548.45,70699.73,15619.03,12500.56,5778.91,33898.5,104598.23
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,28600,9656.91,351.58,78.13,10086.62,2324.44,2953.87,772.0,6050.31,16136.93
Fiscal,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,200,"Transportation Workers, Local 200",9100,Street Transit,9139,Transit Supervisor,12698,3723.04,0.0,748.87,4471.91,970.94,511.51,374.7,1857.15,6329.06
Fiscal,2015,4,Community Health,DPH,Public Health,790,"SEIU - Miscellaneous, Local 1021",1400,"Clerical, Secretarial & Steno",1406,Senior Clerk,48689,55682.33,0.0,626.4,56308.73,14527.63,12500.56,4403.24,31431.43,87740.16
Fiscal,2015,2,"Public Works, Transportation & Commerce",AIR,Airport Commission,790,"SEIU - Miscellaneous, Local 1021",2700,Housekeeping & Laundry,2708,Custodian,15507,55949.5,0.0,3229.5,59179.0,12690.07,12500.56,4645.32,29835.95,89014.95
Fiscal,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,14642,52381.09,3228.38,506.32,56115.79,15678.4,10501.66,4096.73,30276.79,86392.58
Calendar,2015,2,"Public Works, Transportation & Commerce",AIR,Airport Commission,790,"SEIU - Miscellaneous, Local 1021",1400,"Clerical, Secretarial & Steno",1406,Senior Clerk,34235,19848.11,0.0,0.0,19848.11,0.0,5331.18,1539.7,6870.88,26718.99
Calendar,2015,2,"Public Works, Transportation & Commerce",AIR,Airport Commission,250,"SEIU - Health Workers, Local 1021",2700,Housekeeping & Laundry,2706,Housekeeper/Food Service Clnr,42420,49679.0,0.0,6843.8,56522.8,13029.76,12424.5,4615.55,30069.81,86592.61
Fiscal,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,790,"SEIU - Miscellaneous, Local 1021",8200,Protection & Apprehension,8214,Parking Control Officer,25460,61376.52,37230.12,3244.93,101851.57,13907.83,12500.56,8258.56,34666.95,136518.52
Fiscal,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,4786,36334.78,55.56,1230.56,37620.9,10535.97,7849.67,2863.15,21248.79,58869.69
Fiscal,2015,2,"Public Works, Transportation & Commerce",AIR,Airport Commission,790,"SEIU - Miscellaneous, Local 1021",2700,Housekeeping & Laundry,2708,Custodian,40375,55955.7,0.0,2250.45,58206.15,12550.85,12500.56,4719.89,29771.3,87977.45
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,40483,65966.18,5411.59,2029.59,73407.36,18628.94,12997.64,5607.01,37233.59,110640.95
Fiscal,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,19648,57830.88,11729.72,1172.58,70733.18,17505.51,11587.74,5469.2,34562.45,105295.63
Fiscal,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,790,"SEIU - Miscellaneous, Local 1021",8200,Protection & Apprehension,8201,School Crossing Guard,16813,9389.0,0.0,0.0,9389.0,0.0,0.0,741.73,741.73,10130.73
Fiscal,2015,2,"Public Works, Transportation & Commerce",AIR,Airport Commission,790,"SEIU - Miscellaneous, Local 1021",2700,Housekeeping & Laundry,2708,Custodian,4017,55943.31,40.52,648.3,56632.13,12548.07,12500.56,4354.63,29403.26,86035.39
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,790,"SEIU - Miscellaneous, Local 1021",8200,Protection & Apprehension,8214,Parking Control Officer,15373,52521.43,2613.94,2632.25,57767.62,12985.08,12424.5,4655.43,30065.01,87832.63
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,790,"SEIU - Miscellaneous, Local 1021",1400,"Clerical, Secretarial & Steno",1406,Senior Clerk,11448,45170.34,0.0,505.13,45675.47,10636.71,10057.63,3748.41,24442.75,70118.22
Fiscal,2015,4,Community Health,DPH,Public Health,790,"SEIU - Miscellaneous, Local 1021",1400,"Clerical, Secretarial & Steno",1406,Senior Clerk,28334,51724.5,0.0,0.0,51724.5,13344.88,12500.56,3972.41,29817.85,81542.35
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,22944,55643.59,14418.69,3515.87,73578.15,15879.29,10691.52,5691.02,32261.83,105839.98
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,4960,54115.92,31494.75,4427.08,90037.75,15654.97,10637.53,6793.12,33085.62,123123.37
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,15499,9599.84,461.84,73.56,10135.24,2311.77,2936.66,714.55,5962.98,16098.22
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,790,"SEIU - Miscellaneous, Local 1021",9100,Street Transit,9124,Sr Transit Information Clerk,27005,13882.0,2464.16,108.58,16454.74,3076.53,2867.19,1281.04,7224.76,23679.5
Fiscal,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,8928,66696.61,6528.88,1886.61,75112.1,20362.33,13358.11,5395.8,39116.24,114228.34
Calendar,2015,2,"Public Works, Transportation & Commerce",AIR,Airport Commission,790,"SEIU - Miscellaneous, Local 1021",1400,"Clerical, Secretarial & Steno",1406,Senior Clerk,6614,42900.05,80.44,0.0,42980.49,9106.22,9557.32,3226.61,21890.15,64870.64
Fiscal,2015,4,Community Health,DPH,Public Health,250,"SEIU - Health Workers, Local 1021",1400,"Clerical, Secretarial & Steno",1428,Unit Clerk,6863,55913.81,0.0,2923.72,58837.53,15180.1,12500.56,4760.14,32440.8,91278.33
Fiscal,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,32458,60203.88,17102.88,1150.71,78457.47,17207.69,13358.11,5943.61,36509.41,114966.88
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,49376,71265.33,21356.38,7364.39,99986.1,21506.31,14041.0,7862.98,43410.29,143396.39
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,45194,45398.29,5757.87,1011.39,52167.55,12527.95,8905.51,4054.87,25488.33,77655.88
Fiscal,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,13346,10620.59,2143.69,323.03,13087.31,3087.25,3360.13,910.77,7358.15,20445.46
Fiscal,2015,2,"Public Works, Transportation & Commerce",AIR,Airport Commission,790,"SEIU - Miscellaneous, Local 1021",2700,Housekeeping & Laundry,2708,Custodian,38714,55943.3,0.0,3965.34,59908.64,13360.72,12500.56,4882.2,30743.48,90652.12
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,20819,66072.39,7358.29,2607.18,76037.86,16744.95,13096.61,5811.24,35652.8,111690.66
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,18734,17896.48,2961.23,752.02,21609.73,4467.37,5524.84,1546.69,11538.9,33148.63
Fiscal,2015,2,"Public Works, Transportation & Commerce",AIR,Airport Commission,790,"SEIU - Miscellaneous, Local 1021",2700,Housekeeping & Laundry,2719,Janitorial Svcs Asst Sprv,9227,73535.91,261.68,2130.75,75928.34,16494.18,12500.56,6140.96,35135.7,111064.04
Fiscal,2015,2,"Public Works, Transportation & Commerce",AIR,Airport Commission,790,"SEIU - Miscellaneous, Local 1021",2700,Housekeeping & Laundry,2708,Custodian,6186,55943.3,1295.77,1923.3,59162.37,12688.68,12500.56,4823.24,30012.48,89174.85
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,39314,68018.16,8707.11,3958.45,80683.72,16867.61,13402.69,5955.43,36225.73,116909.45
